,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
313,2023-01-24 16:08:14,2023-01-23,CRTO,Criteo S.A.,Glickman Sarah Js,CFO,S - Sale,$28.95,-5654,198074,-3%,"-$163,670"
314,2023-01-24 16:07:33,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Guiffre Christopherd T,"CFO, COO, Treas., Asst. Sec.",S - Sale,$1.13,-19540,29960,-39%,"-$22,080"
315,2023-01-24 16:07:25,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Jeffery Katherine,Chief People Officer,S - Sale,$1.13,-7096,8304,-46%,"-$8,018"
316,2023-01-24 16:07:02,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Maricich Yuri,Chief Medical Officer,S - Sale,$1.13,-12162,94333,-11%,"-$13,743"
317,2023-01-24 16:06:32,2023-01-20,PEAR,"Pear Therapeutics, Inc.",McCann Corey,"Pres, CEO",S - Sale,$1.13,-34731,10883264,0%,"-$39,246"
318,2023-01-24 16:05:26,2023-01-20,PCG,Pacific Gas & Electric Co,"Newtyn Management, LLC",10%,S - Sale,$20.03,-14837,1164665,-1%,"-$297,141"
319,2023-01-24 16:03:12,2023-01-23,VAC,Marriott Vacations Worldwide Corp,Smith Dwight D.,"EVP, CIO",S - Sale,$157.00,-2627,14485,-15%,"-$412,439"
320,2023-01-24 16:00:30,2023-01-20,MDIA,Mediaco Holding Inc.,Emmis Corp,"Dir, 10%",S - Sale,$1.46,-2401,433741,-1%,"-$3,503"
321,2023-01-24 15:53:07,2021-12-17,CBSH,Commerce Bancshares Inc /mo/,Rassieur Benjamin F III,Dir,S - Sale,$70.08,-16611,31152,-35%,"-$1,164,045"
322,2023-01-24 15:28:01,2023-01-24,BANF,Bancfirst Corp /ok/,Brand Dennis L,EVP and,P - Purchase,$83.00,2000,38129,+6%,"+$166,000"
323,2023-01-24 12:53:33,2020-05-18,FAST,Fastenal Co,Lundquist Nicholas J,Dir,S - Sale,$40.00,-6000,443488,-1%,"-$240,000"
324,2023-01-24 12:27:29,2023-01-20,BRTX,"Biorestorative Therapies, Inc.",Alstodt Lance,"Pres, CEO, COB",P - Purchase,$3.14,200,186721,0%,+$627
325,2023-01-24 12:10:23,2023-01-23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$2,119.26",21,360230,0%,"+$44,504"
326,2023-01-24 11:52:39,2023-01-23,VICR,Vicor Corp,D'Amico Andrew,Dir,S - Sale+OE,$70.00,-1000,0,-100%,"-$70,000"
327,2023-01-24 11:31:16,2023-01-20,PNC,"Pnc Financial Services Group, Inc.",Demchak William S,"Pres, CEO",P - Purchase,$153.38,6550,485387,+1%,"+$1,004,639"
328,2023-01-24 11:04:13,2023-01-23,EL,Estee Lauder Companies Inc,Freda Fabrizio,"Pres, CEO",S - Sale,$270.00,-11705,125762,-9%,"-$3,160,350"
329,2023-01-24 11:02:29,2023-01-23,WAFD,Washington Federal Inc,Robison Kim E,"EVP, Chief Operations Officer",S - Sale,$34.00,-7148,56344,-11%,"-$243,032"
330,2023-01-24 10:55:20,2023-01-20,SIVB,Svb Financial Group,Draper Michelle,CMO,S - Sale+OE,$300.00,-165,4407,-4%,"-$49,500"
331,2023-01-24 10:49:22,2023-01-24,CMPX,"Compass Therapeutics, Inc.",Schuetz Thomas J.,CEO,P - Purchase,$4.19,20000,5451873,0%,"+$83,800"
332,2023-01-24 10:48:59,2021-02-08,HOMB,Home Bancshares Inc,Ashley Richard H,Dir,P - Purchase,$22.51,252,1340,+23%,"+$5,672"
333,2023-01-24 09:50:02,2023-01-23,APLD,"Applied Blockchain, Inc.",Cummins Wes,"CEO; COB, 10%",P - Purchase,$2.33,25000,22932754,0%,"+$58,250"
334,2023-01-24 08:33:06,2022-04-01,ORI,Old Republic International Corp,Kennedy Michael Denard,Dir,P - Purchase,$23.20,2950,10272,+40%,"+$68,437"
335,2023-01-24 08:16:26,2023-01-20,KIDS,Orthopediatrics Corp,Odle Gregory A,EVP,S - Sale,$47.00,-80,73045,0%,"-$3,760"
336,2023-01-24 06:05:09,2023-01-20,GLSI,"Greenwich Lifesciences, Inc.",Patel Snehal,"CEO, CFO, 10%",P - Purchase,$17.37,1500,2732886,0%,"+$26,055"
337,2023-01-23 21:51:19,2023-01-23,CRM,"Salesforce, Inc.",Weaver Amy E,"Pres, CFO",S - Sale+OE,$155.59,-556,33265,-2%,"-$86,509"
338,2023-01-23 21:48:56,2023-01-23,CRM,"Salesforce, Inc.",Taylor Bret Steven,"Vice Chair of the Board, CoCEO",S - Sale+OE,$155.59,-466,1136403,0%,"-$72,506"
339,2023-01-23 21:46:34,2023-01-23,CRM,"Salesforce, Inc.",Tallapragada Srinivas,"Pres, Chief Engineering Office",S - Sale+OE,$155.59,-438,51819,-1%,"-$68,149"
340,2023-01-23 21:43:50,2023-01-23,CRM,"Salesforce, Inc.",Reddy Sundeep G.,"EVP, Chief Accounting Officer",S - Sale+OE,$155.59,-186,1273,-13%,"-$28,940"
341,2023-01-23 21:40:55,2023-01-23,CRM,"Salesforce, Inc.",Millham Brian,"Pres, COO",S - Sale+OE,$155.59,-271,8351,-3%,"-$42,165"
342,2023-01-23 21:38:10,2023-01-23,CRM,"Salesforce, Inc.",Hyder Brent,"Pres, Chief People Officer",S - Sale+OE,$155.59,-831,7026,-11%,"-$129,297"
343,2023-01-23 21:34:39,2023-01-23,CRM,"Salesforce, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$155.59,-437,1977332,0%,"-$67,993"
344,2023-01-23 21:33:55,2022-11-07,DFCO,Dalrada Financial Corp,Bonar Brian,CEO,P - Purchase,$0.10,141360,5744213,+3%,"+$14,102"
345,2023-01-23 21:05:11,2023-01-19,BOWL,Bowlero Corp.,Shannon Thomas F.,"CEO, 10%",S - Sale,$13.82,-200000,1418428,-12%,"-$2,764,000"
346,2023-01-23 21:00:16,2023-01-19,VIR,"Vir Biotechnology, Inc.",Svf Endurance (Cayman) Ltd,10%,S - Sale,$27.13,-214197,19383024,-1%,"-$5,811,411"
347,2023-01-23 20:30:11,2023-01-23,ALTI,"Alvarium Tiedemann Holdings, Inc.",Yu Peter,"Dir, 10%",P - Purchase,$9.50,25000,6437333,0%,"+$237,500"
348,2023-01-23 20:29:48,2023-01-20,GUER,"Guerrilla Rf, Inc.",Barkal Susan Berish,Dir,P - Purchase,$1.30,40000,40000,New,"+$52,000"
349,2023-01-23 20:19:26,2023-01-20,SWAV,"Shockwave Medical, Inc.",Puckett Dan,CFO,S - Sale+OE,$177.45,-1100,39938,-3%,"-$195,195"
350,2023-01-23 20:16:33,2023-01-20,SWAV,"Shockwave Medical, Inc.",Watkins Frank T,Dir,S - Sale+OE,$176.29,-3000,3796,-44%,"-$528,860"
351,2023-01-23 19:57:33,2023-01-19,FDMT,"4D Molecular Therapeutics, Inc.",Kirn David,CEO,S - Sale,$20.10,-19524,1893599,-1%,"-$392,474"
352,2023-01-23 19:25:59,2022-07-15,AMAT,Applied Materials Inc /de,Nalamasu Omkaram,"SVP, CTO",S - Sale,$94.47,-200,223659,0%,"-$18,894"
353,2023-01-23 19:09:52,2023-01-19,BLZE,"Backblaze, Inc.",Ng Kwok Hang,10%,S - Sale,$7.42,-6000,210000,-3%,"-$44,540"
354,2023-01-23 19:06:09,2023-01-19,BLZE,"Backblaze, Inc.",Nufire Timothy M,"Dir, 10%",S - Sale,$7.43,-6000,210000,-3%,"-$44,560"
355,2023-01-23 19:05:53,2023-01-19,BLZE,"Backblaze, Inc.",Budman Gleb,"CEO, Chairperson, 10%",S - Sale,$7.43,-6000,210000,-3%,"-$44,580"
356,2023-01-23 19:05:36,2023-01-19,BLZE,"Backblaze, Inc.",Wilson Brian K,10%,S - Sale,$7.43,-6000,210000,-3%,"-$44,580"
357,2023-01-23 19:05:20,2023-01-19,BLZE,"Backblaze, Inc.",Jones Charles J.,10%,S - Sale,$7.43,-6000,210000,-3%,"-$44,560"
358,2023-01-23 19:00:25,2023-01-19,ALVR,"Allovir, Inc.",Sinha Vikas,"See Remarks, 10%",S - Sale,$5.09,-6537,17705004,0%,"-$33,287"
359,2023-01-23 19:00:21,2023-01-19,ALVR,"Allovir, Inc.",Miller Edward,GC,S - Sale,$5.09,-2573,437257,-1%,"-$13,101"
360,2023-01-23 19:00:17,2023-01-19,ALVR,"Allovir, Inc.",Hagen Brett R,Chief Accounting Officer,S - Sale,$5.09,-1895,74004,-2%,"-$9,645"
361,2023-01-23 19:00:13,2023-01-19,ALVR,"Allovir, Inc.",Brainard Diana,CEO,S - Sale,$5.08,-34435,601607,-5%,"-$174,851"
362,2023-01-23 18:58:38,2023-01-23,NUS,"Nu Skin Enterprises, Inc.",Lipman Andrew D,Dir,S - Sale,$42.27,-1000,65393,-2%,"-$42,270"
363,2023-01-23 18:34:36,2023-01-20,PRPO,"Precipio, Inc.",Sandberg Richard A,Dir,P - Purchase,$0.78,20000,40846,+96%,"+$15,530"
364,2023-01-23 18:29:30,2023-01-20,ADBE,Adobe Inc.,Narayen Shantanu,"COB, CEO",S - Sale,$346.61,-15000,408985,-4%,"-$5,199,152"
365,2023-01-23 18:24:13,2022-08-24,SOVO,"Sovos Brands, Inc.",O'Driscoll Lisa Y.,CHIEF ADMINISTRATIVE OFFICER,S - Sale,$14.68,-43000,217169,-17%,"-$631,055"
366,2023-01-23 18:22:29,2022-07-01,SOVO,"Sovos Brands, Inc.",O'Driscoll Lisa Y.,CHIEF ADMINISTRATIVE OFFICER,S - Sale,$16.29,-20000,260169,-7%,"-$325,740"
367,2023-01-23 18:21:48,2022-08-12,FIBK,First Interstate Bancsystem Inc,Scott James R,"Dir, 10%",S - Sale,$40.95,-6215,4402771,0%,"-$254,504"
368,2023-01-23 18:10:31,2023-01-23,INBX,"Inhibrx, Inc.",Kayyem Jon Faiz,Dir,S - Sale,$25.26,-9500,3274301,0%,"-$239,999"
369,2023-01-23 18:09:10,2023-01-20,SEAT,Vivid Seats Inc.,Wagner Jonathan Miles,CTO,S - Sale+OE,$7.88,-2124,21607,-9%,"-$16,737"
370,2023-01-23 18:07:19,2023-01-20,SEAT,Vivid Seats Inc.,Pickus Edward,Chief Accounting Officer,S - Sale+OE,$7.88,-633,6211,-9%,"-$4,988"
371,2023-01-23 18:05:11,2023-01-20,SEAT,Vivid Seats Inc.,Bakal Riva,Chief Strategy Officer,S - Sale+OE,$7.88,-1341,13151,-9%,"-$10,567"
372,2023-01-23 18:05:01,2023-01-19,ACHR,Archer Aviation Inc.,Adcock Brett,10%,S - Sale+OE,$2.86,-38773,0,-100%,"-$110,829"
373,2023-01-23 18:00:39,2023-01-19,ZYME,Zymeworks Inc.,"Ecor1 Capital, LLC",10%,P - Purchase,$9.70,307500,9887473,+3%,"+$2,982,733"
374,2023-01-23 18:00:00,2023-01-20,DAWN,"Day One Biopharmaceuticals, Inc.",York Charles N II,"COO, CFO, Secretary",S - Sale,$22.75,-10000,268810,-4%,"-$227,523"
375,2023-01-23 17:59:59,2023-01-19,DOCU,"Docusign, Inc.",Springer Daniel D.,Dir,S - Sale,$55.08,-147008,1225714,-11%,"-$8,097,603"
376,2023-01-23 17:50:31,2023-01-20,WGS,Genedx Holdings Corp.,Saad Kareem,Chief Transformation Officer,S - Sale+OE,$0.38,-6292,113487,-5%,"-$2,417"
377,2023-01-23 17:44:46,2022-11-18,CMPO,"Composecure, Inc.",Basile Donald G,10%,S - Sale,$5.00,-240000,1891935,-11%,"-$1,200,000"
378,2023-01-23 17:43:33,2022-11-18,CMPO,"Composecure, Inc.",Doll Dixon R Jr.,10%,S - Sale,$5.00,-240000,1896015,-11%,"-$1,200,000"
379,2023-01-23 17:41:05,2022-11-18,CMPO,"Composecure, Inc.",Roman Dbdr Tech Sponsor LLC,10%,S - Sale,$5.00,-240000,1891935,-11%,"-$1,200,000"
380,2023-01-23 17:35:36,2023-01-20,RVNC,"Revance Therapeutics, Inc.",Schilke Tobin,CFO,S - Sale,$31.00,-1000,57877,-2%,"-$31,000"
381,2023-01-23 17:35:06,2023-01-23,EVLO,"Evelo Biosciences, Inc.",Carriere Stephen J,Principal Accounting Officer,S - Sale+OE,$1.06,-151,203,-43%,-$160
382,2023-01-23 17:32:00,2023-01-19,PED,Pedevco Corp,Pinkston Paul Anthony,"CAO, PFO, AO",S - Sale,$1.07,-14000,594000,-2%,"-$14,984"
383,2023-01-23 17:31:09,2023-01-19,PED,Pedevco Corp,Schick John Douglas,Pres,S - Sale,$1.07,-33333,920467,-3%,"-$35,673"
384,2023-01-23 17:29:21,2023-01-19,PED,Pedevco Corp,Clark Moore,EVP,S - Sale,$1.07,-45000,827867,-5%,"-$48,168"
385,2023-01-23 17:26:20,2023-01-20,CRM,"Salesforce, Inc.",Benioff Marc,"Chair, Co-CEO",S - Sale+OE,$149.19,-725,27753609,0%,"-$108,164"
386,2023-01-23 17:22:16,2023-01-09,PRGS,Progress Software Corp /ma,Folger Anthony,CFO,S - Sale+OE,$52.35,-11863,4603,-72%,"-$621,008"
387,2023-01-23 17:21:08,2023-01-20,ATLC,Atlanticus Holdings Corp,Hudson Deal W,Dir,S - Sale,$30.65,-16313,75452,-18%,"-$499,993"
388,2023-01-23 17:12:56,2023-01-23,ALBO,"Albireo Pharma, Inc.",Stephenson Pamela,Chief Commercial Officer,S - Sale,$43.80,-102,42755,0%,"-$4,468"
389,2023-01-23 17:12:33,2023-01-19,UNTY,Unity Bancorp Inc /nj/,Boyan George,CFO,P - Purchase,$26.00,500,22928,+2%,"+$13,000"
390,2023-01-23 17:12:19,2023-01-23,ALBO,"Albireo Pharma, Inc.",Graham Michelle,CHRO,S - Sale,$43.80,-102,24493,0%,"-$4,468"
391,2023-01-23 17:11:41,2023-01-23,ALBO,"Albireo Pharma, Inc.",Mattsson Jan,Chief Scientific Officer,S - Sale,$43.80,-197,54474,0%,"-$8,629"
392,2023-01-23 17:11:01,2023-01-23,ALBO,"Albireo Pharma, Inc.",Harford Simon N.R.,"CFO, Treasurer",S - Sale,$43.80,-102,32689,0%,"-$4,468"
393,2023-01-23 17:10:15,2023-01-23,ALBO,"Albireo Pharma, Inc.",Duncan Jason,"GC, GC",S - Sale,$43.80,-228,14146,-2%,"-$9,986"
394,2023-01-23 17:09:37,2023-01-23,ALBO,"Albireo Pharma, Inc.",Cooper Ronald Harold Wilfred,"Pres, CEO",S - Sale,$43.80,-1057,57444,-2%,"-$46,297"
395,2023-01-23 17:05:59,2023-01-20,ACN,Accenture Plc,Sweet Julie Spellman,"Chair, CEO",S - Sale,$276.41,-4648,39510,-11%,"-$1,284,763"
396,2023-01-23 17:05:57,2023-01-19,TOST,"Toast, Inc.",Comparato Christopher P,CEO,S - Sale,$19.42,-162280,686851,-19%,"-$3,151,931"
397,2023-01-23 17:05:40,2023-01-20,ACN,Accenture Plc,Shook Ellyn,"Chief Leadership, HR Officer",S - Sale,$276.09,-5250,34444,-13%,"-$1,449,445"
398,2023-01-23 17:03:22,2023-01-23,CNTX,Context Therapeutics Inc.,Lehr Martin A.,CEO,P - Purchase,$0.72,6839,956395,+1%,"+$4,901"
399,2023-01-23 17:02:40,2023-01-23,ALBO,"Albireo Pharma, Inc.",Carter Martha J.,Chief Regulatory Officer,S - Sale,$43.80,-120,14506,-1%,"-$5,256"
400,2023-01-23 16:57:25,2023-01-20,PRT,Permrock Royalty Trust,"Boaz Energy Ii, LLC",10%,S - Sale,$7.73,-16200,5411873,0%,"-$125,301"
401,2023-01-23 16:53:37,2023-01-20,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,$156.17,-8614,422086,-2%,"-$1,345,220"
402,2023-01-23 16:53:06,2023-01-20,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,$156.17,-8614,422086,-2%,"-$1,345,222"
403,2023-01-23 16:51:45,2023-01-19,TCX,Tucows Inc /pa/,Blacksheep Master Fund Ltd.,10%,S - Sale,$34.45,-20506,1126745,-2%,"-$706,494"
404,2023-01-23 16:39:14,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Bain Linda,CFO,S - Sale+OE,$0.58,-1880,3120,-38%,"-$1,081"
405,2023-01-23 16:36:39,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Konstantinov Konstantin,CTO,S - Sale+OE,$0.58,-1069,1731,-38%,-$615
406,2023-01-23 16:36:00,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Sathyanarayanan Sriram,Chief Scientific Officer,S - Sale+OE,$0.58,-1082,1752,-38%,-$622
407,2023-01-23 16:35:41,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Williams Douglas E,See Remarks,S - Sale+OE,$0.58,-5075,18177,-22%,"-$2,918"
408,2023-01-23 16:35:17,2023-01-23,OLP,One Liberty Properties Inc,Clair Justin,SVP Acquistions,S - Sale,$23.50,-5137,43749,-11%,"-$120,720"
409,2023-01-23 16:35:16,2023-01-19,OLP,One Liberty Properties Inc,Ricketts Lawrence,"Exec.VP , COO",S - Sale,$23.44,-18461,168665,-10%,"-$432,637"
410,2023-01-23 16:33:21,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Howze Yalonda,See Remarks,S - Sale+OE,$0.58,-1512,2488,-38%,-$870
411,2023-01-23 16:32:33,2023-01-20,CDAK,"Codiak Biosciences, Inc.",Barna Nicole,See Remarks,S - Sale+OE,$0.58,-836,8112,-9%,-$481
412,2023-01-23 16:25:36,2023-01-19,TNYA,"Tenaya Therapeutics, Inc.","Column Group III Gp, LP",10%,P - Purchase,$2.50,69739,19270564,0%,"+$174,201"
413,2023-01-23 16:25:16,2023-01-19,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,38139,21526610,0%,"+$190,603"
414,2023-01-23 16:22:35,2023-01-19,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,38139,21526610,0%,"+$190,603"
415,2023-01-23 16:21:43,2023-01-19,MGNX,Macrogenics Inc,Biotech Target N V,10%,P - Purchase,$5.30,150000,9079963,+2%,"+$794,925"
416,2023-01-23 16:21:10,2023-01-19,TNYA,"Tenaya Therapeutics, Inc.",Goeddel David V,"Dir, 10%",P - Purchase,$2.50,69739,19270564,0%,"+$174,201"
417,2023-01-23 16:20:40,2023-01-23,CHCO,City Holding Co,Hylton Tracy W II,Dir,P - Purchase,$89.56,115,67796,0%,"+$10,299"
418,2023-01-23 16:20:10,2023-01-23,CHCO,City Holding Co,Fisher Robert D,Dir,P - Purchase,$89.56,160,40864,0%,"+$14,329"
419,2023-01-23 16:19:18,2023-01-19,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,38139,21526610,0%,"+$190,603"
420,2023-01-23 16:18:50,2022-12-30,AAME,Atlantic American Corp,Robinson Harriett J,"Trustee under Rule 16a-8, 10%",P - Purchase,$3.00,300000,15217583,+2%,"+$900,000"
421,2023-01-23 16:18:50,2022-12-30,AAME,Atlantic American Corp,Robinson Harriett J,"Trustee under Rule 16a-8, 10%",S - Sale+OE,$3.00,-300000,15217583,-2%,"-$900,000"
422,2023-01-23 16:16:35,2023-01-19,NGM,Ngm Biopharmaceuticals Inc,Goeddel David V,"Dir, 10%",P - Purchase,$5.00,38139,21787610,0%,"+$190,603"
423,2023-01-23 16:14:32,2023-01-19,SOTK,Sono Tek Corp,Riemer Joseph,Dir,S - Sale,$6.08,-2712,42306,-6%,"-$16,489"
424,2023-01-23 16:14:05,2023-01-20,MYGN,Myriad Genetics Inc,Riggsbee Richard Bryan,CFO,S - Sale,$20.04,-9400,364107,-3%,"-$188,386"
425,2023-01-23 16:11:11,2023-01-19,CNXN,Pc Connection Inc,Gallup Patricia,"COB, Chief Admin Officer, 10%",S - Sale,$49.78,-4430,14437164,0%,"-$220,518"
426,2023-01-23 16:09:38,2023-01-19,XOS,"Xos, Inc.",Mattson George N,Dir,P - Purchase,$1.00,1394,4820641,0%,"+$1,394"
427,2023-01-23 16:09:20,2023-01-20,XOS,"Xos, Inc.",Sordoni Giordano,COO,P - Purchase,$0.99,73513,23916681,0%,"+$72,778"
428,2023-01-23 16:06:28,2023-01-19,AGL,"Agilon Health, Inc.",Kornitzer Benjamin,"Chief Med., Quality Officer",S - Sale+OE,$19.79,-16188,10426,-61%,"-$320,439"
429,2023-01-23 15:12:33,2023-01-19,UAMY,United States Antimony Corp,Bardswich Lloyd,Dir,P - Purchase,$0.44,10000,262727,+4%,"+$4,400"
430,2023-01-23 13:55:53,2023-01-20,APLD,"Applied Blockchain, Inc.",Cummins Wes,"CEO; COB, 10%",P - Purchase,$2.41,20000,22907754,0%,"+$48,200"
431,2023-01-23 13:47:26,2023-01-23,ENBP,Enb Financial Corp,Stauffer Jeffrey,"COB, Pres,, CEO",P - Purchase,$16.75,242,8962,+3%,"+$4,054"
432,2023-01-23 13:20:11,2023-01-20,PNFP,Pinnacle Financial Partners Inc,Galante Joseph C,Dir,P - Purchase,$72.26,1000,26508,+4%,"+$72,260"
433,2023-01-23 12:56:24,2023-01-20,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$2,139.27",21,360209,0%,"+$44,925"
434,2023-01-23 11:14:35,2023-01-18,AXAS,Abraxas Petroleum Corp,Krog George William Jr,Former VP CAO,S - Sale,$0.91,-3000,147980,-2%,"-$2,740"
435,2023-01-23 11:14:04,2023-01-23,BANF,Bancfirst Corp /ok/,Schmidt Darryl,EVP,P - Purchase,$82.57,232,60344,0%,"+$19,157"
436,2023-01-23 08:27:05,2023-01-18,DYN,"Dyne Therapeutics, Inc.",McNeill Jonathan,See Remarks,S - Sale+OE,$14.03,-10000,67600,-13%,"-$140,300"
437,2023-01-23 08:00:33,2023-01-19,OPAL,Opal Fuels Inc.,"Arclight Ctc Holdings Ii, L.P.",10%,S - Sale,$6.97,-10600,9426882,0%,"-$73,869"
438,2023-01-23 06:08:18,2023-01-20,TOVX,"Theriva Biologics, Inc.",Shallcross Steven A,"CEO, CFO",P - Purchase,$0.75,25000,135000,+23%,"+$18,705"
439,2023-01-20 21:30:44,2023-01-18,PRTA,Prothena Corp Public Ltd Co,Nguyen Tran,"Chief Strategy Officer, CFO",S - Sale+OE,$55.53,-10000,3200,-76%,"-$555,306"
440,2023-01-20 21:28:55,2023-01-18,EVER,"Everquote, Inc.",Wagner John Brandon,"CFO, Treasurer",S - Sale,$17.50,-12500,278324,-4%,"-$218,750"
441,2023-01-20 21:05:11,2023-01-18,BOWL,Bowlero Corp.,Shannon Thomas F.,"CEO, 10%",S - Sale,$14.26,-3490,1618428,0%,"-$49,767"
442,2023-01-20 21:00:12,2023-01-18,TMCI,"Treace Medical Concepts, Inc.",Timbie Thomas E,Dir,S - Sale,$25.88,-50000,1636364,-3%,"-$1,294,000"
443,2023-01-20 20:00:15,2023-01-18,PRVB,"Provention Bio, Inc.",Palmer Ashleigh,"Dir, CEO",S - Sale+OE,$10.27,-24165,2570050,-1%,"-$248,063"
444,2023-01-20 20:00:13,2023-01-18,PRVB,"Provention Bio, Inc.",Leon Francisco,Chief Scientific Officer,S - Sale+OE,$10.27,-24015,2573000,-1%,"-$246,584"
445,2023-01-20 19:59:16,2023-01-18,CRDO,Credo Technology Group Holding Ltd,Cheng Chi Fung,CTO,S - Sale,$15.00,-800,11383602,0%,"-$12,000"
446,2023-01-20 19:39:46,2023-01-20,PHAT,"Phathom Pharmaceuticals, Inc.",Curran Terrie,"Pres, Chief Exec",S - Sale+OE,$8.20,-5821,179043,-3%,"-$47,729"
447,2023-01-20 19:30:10,2023-01-18,MRNA,"Moderna, Inc.",Afeyan Noubar,Dir,S - Sale,$200.20,-10000,15133952,0%,"-$2,002,000"
448,2023-01-20 19:27:18,2023-01-18,CMPO,"Composecure, Inc.",Basile Donald G,10%,S - Sale,$5.44,-386621,2131935,-15%,"-$2,104,871"
449,2023-01-20 19:26:49,2023-01-18,CMPO,"Composecure, Inc.",Doll Dixon R Jr.,10%,S - Sale,$5.44,-386621,2136015,-15%,"-$2,104,871"
450,2023-01-20 19:26:21,2023-01-18,CMPO,"Composecure, Inc.",Roman Dbdr Tech Sponsor LLC,10%,S - Sale,$5.44,-386621,2131935,-15%,"-$2,104,871"
451,2023-01-20 19:24:33,2023-01-19,BLFS,Biolife Solutions Inc,Aebersold Sarah,CHRO,S - Sale,$22.93,-374,44167,-1%,"-$8,576"
452,2023-01-20 19:24:13,2023-01-19,BLFS,Biolife Solutions Inc,De Greef Roderick,Dir,S - Sale,$23.19,-3801,40160,-9%,"-$88,145"
453,2023-01-20 19:23:55,2023-01-18,BLFS,Biolife Solutions Inc,Berard Todd,CMO,S - Sale+OE,$25.04,-6500,119265,-5%,"-$162,760"
454,2023-01-20 19:23:36,2023-01-18,BLFS,Biolife Solutions Inc,Schulz Marcus,Chief Revenue Officer,S - Sale,$24.72,-3538,44437,-7%,"-$87,456"
455,2023-01-20 19:11:16,2022-12-30,LOVE,Lovesac Co,Heyer Andrew R,Dir,P - Purchase,$22.13,30994,249972,+14%,"+$685,990"
456,2023-01-20 19:07:18,2023-01-18,CRDO,Credo Technology Group Holding Ltd,Brennan William Joseph,"Pres, CEO",S - Sale,$14.87,-22500,4237500,-1%,"-$334,677"
457,2023-01-20 19:05:10,2023-01-18,UPWK,"Upwork, Inc",Marie Olivier,Chief Accounting Officer,S - Sale+OE,$12.60,-253,10232,-2%,"-$3,188"
458,2023-01-20 18:51:53,2023-01-18,CHRD,Chord Energy Corp,Peterson Lynn A,Dir,S - Sale,$140.07,-4685,248484,-2%,"-$656,228"
459,2023-01-20 18:44:12,2023-01-19,TARS,"Tarsus Pharmaceuticals, Inc.",Greenstein Leonard M.,CFO,S - Sale,$14.56,-5000,39289,-11%,"-$72,800"
460,2023-01-20 18:42:32,2023-01-18,YELP,Yelp Inc,Stoppelman Jeremy,CEO,S - Sale+OE,$29.07,-150000,501736,-23%,"-$4,360,180"
461,2023-01-20 18:41:51,2023-01-18,TARS,"Tarsus Pharmaceuticals, Inc.",Azamian Bobak R.,"Pres, CEO, Board Chair",S - Sale,$14.57,-8240,1118123,-1%,"-$120,080"
462,2023-01-20 18:33:17,2023-01-19,RAPT,"Rapt Therapeutics, Inc.",Ho William,Chief Medical Officer,S - Sale,$25.56,-5000,35072,-12%,"-$127,800"
463,2023-01-20 18:26:29,2023-01-19,CTKB,"Cytek Biosciences, Inc.",Yan Ming,CTO,S - Sale,$11.03,-20000,7946833,0%,"-$220,600"
464,2023-01-20 18:22:02,2023-01-18,YOU,"Clear Secure, Inc.","General Atlantic Partners Aiv (Ac), L.P.",10%,S - Sale+OE,$29.10,-1800000,5937814,-23%,"-$52,380,000"
465,2023-01-20 18:21:36,2023-01-18,YOU,"Clear Secure, Inc.","Gapco Aiv Interholdco (Ac), L.P.",10%,S - Sale+OE,$29.10,-1800000,5937814,-23%,"-$52,380,000"
466,2023-01-20 18:20:59,2023-01-18,YOU,"Clear Secure, Inc.","General Atlantic, L.P.",10%,S - Sale+OE,$29.10,-1800000,5937814,-23%,"-$52,380,000"
467,2023-01-20 18:16:23,2023-01-18,FSLY,"Fastly, Inc.",Kisling Ronald W,CFO,S - Sale,$10.39,-5894,371688,-2%,"-$61,239"
468,2023-01-20 18:12:49,2023-01-18,TMDX,"Transmedics Group, Inc.",Hassanein Waleed H,"Pres, CEO",S - Sale,$65.17,-7638,411147,-2%,"-$497,791"
469,2023-01-20 18:12:27,2023-01-18,TMDX,"Transmedics Group, Inc.",Khayal Tamer I,Chief Commercial Officer,S - Sale+OE,$65.19,-6858,37127,-16%,"-$447,080"
